Date,MMWR_week,Location,ShortName,LongName,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Census2019,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Ratio_Admin_Dist,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,Administered_Dose1_Per_100K,Administered_Dose2_Per_100K,Administered_Dose_Other_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus
2021-03-06,,GA,GAA,Georgia,3437635,2308087,32377,21739,10617423,,,,,1390243,872270,,13094,8215,,12.9,8.2,Report,2278048,1365901,867118,1365434,866959,16.8,10.7,8113542,42369,2307470,28440
2021-03-07,,GA,GAA,Georgia,3437635,2366573,32377,22290,10617423,,,,,1420643,899669,,13380,8474,,13.2,8.4,Report,2336319,1396280,894327,1395795,894164,17.2,11,8113542,42369,2365934,29160
2020-12-30,52,GU,GUA,Guam,13000,2118,7842,1278,165768,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,GU,GUA,Guam,19300,3791,11643,2287,165768,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,GU,GUA,Guam,19300,3791,11643,2287,165768,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,GU,GUA,Guam,19300,3791,11643,2287,165768,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,GU,GUA,Guam,19300,3791,11643,2287,165768,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,GU,GUA,Guam,19300,3791,11643,2287,165768,0,3791,0,0.196,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,GU,GUA,Guam,19300,3791,11643,2287,165768,0,3791,0,0.196,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,GU,GUA,Guam,19300,3791,11643,2287,165768,0,3791,0,0.196,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,GU,GUA,Guam,26500,3791,15986,2287,165768,0,3791,0,0.143,401,0,3390,242,0,2045,,,,,,,,,,,,,,
2021-01-13,2,GU,GUA,Guam,34300,3791,20692,2287,165768,0,3791,0,0.111,401,0,3390,242,0,2045,,,,,,,,,,,,,,
2021-01-14,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-15,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-19,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-20,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-21,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-22,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-23,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-24,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-25,,GU,GUA,Guam,34300,3791,20692,2287,165768,,,,,3785,0,,2283,0,,,,,,,,,,,,,,,
2021-01-26,,GU,GUA,Guam,34300,17306,20692,10440,165768,,,,,13378,3803,,8070,2294,,,,,,,,,,,,,,,
2021-01-27,,GU,GUA,Guam,34300,18263,20692,11017,165768,,,,,14269,3869,,8608,2334,,,,,,,,,,,,,,,
2021-01-28,,GU,GUA,Guam,34300,19520,20692,11775,165768,,,,,15405,3969,,9293,2394,,9.29,2.39,,,,,,,,,,,,
2021-01-29,,GU,GUA,Guam,34300,21254,20692,12822,165768,,,,,16747,4358,,10103,2629,,10.1,2.63,,,,,,,,,,,,
2021-01-30,,GU,GUA,Guam,34300,22454,20692,13545,165768,,,,,17784,4499,,10728,2714,,10.73,2.71,,,,,,,,,,,,
2021-01-31,,GU,GUA,Guam,34300,22454,20692,13545,165768,,,,,17784,4499,,10728,2714,,10.73,2.71,,,,,,,,,,,,
2021-02-01,,GU,GUA,Guam,34300,23445,20692,14143,165768,,,,,18538,4736,,11183,2857,,11.18,2.86,,,,,,,,,,,,
2021-02-02,,GU,GUA,Guam,43500,24810,26241,14967,165768,,,,,19700,4936,,11884,2978,,11.9,3,,,,,,,,,,,,
2021-02-03,,GU,GUA,Guam,43500,26068,26241,15726,165768,,,,,20785,5108,,12539,3081,,12.5,3.1,,,,,,,,,,,,
2021-02-04,,GU,GUA,Guam,51300,26068,30947,15726,165768,,,,,20785,5108,,12539,3081,,12.5,3.1,,,,,,,,,,,,
2021-02-05,,GU,GUA,Guam,51300,27369,30947,16510,165768,,,,,21871,5321,,13194,3210,,13.2,3.2,,,,,,,,,,,,
2021-02-06,,GU,GUA,Guam,51300,28959,30947,17470,165768,,,,,23195,5581,,13992,3367,,14,3.4,,,,,,,,,,,,
2021-02-07,,GU,GUA,Guam,51300,29572,30947,17839,165768,,,,,23564,5820,,14215,3511,,14.2,3.5,,,,,,,,,,,,
2021-02-08,,GU,GUA,Guam,51300,29719,30947,17928,165768,,,,,23693,5838,,14293,3522,,14.3,3.5,,,,,,,,,,,,
2021-02-09,,GU,GUA,Guam,51300,30923,30947,18654,165768,,,,,24420,6260,,14731,3776,,14.7,3.8,,,,,,,,,,,,
2021-02-10,,GU,GUA,Guam,51300,32443,30947,19571,165768,,,,,25308,6873,,15267,4146,,15.3,4.1,,,,,,,,,,,,
2021-02-11,,GU,GUA,Guam,51300,33993,30947,20506,165768,,,,,26019,7711,,15696,4652,,15.7,4.6,,,,,,,,,,,,
2021-02-12,,GU,GUA,Guam,51300,35917,30947,21667,165768,,,,,26699,8955,,16106,5402,,16.1,5.4,,,,,,,,,,,,
2021-02-13,,GU,GUA,Guam,51300,37750,30947,22773,165768,,,,,27348,10117,,16498,6103,,16.5,6.1,,,,,,,,,,,,
2021-02-14,,GU,GUA,Guam,51300,38622,30947,23299,165768,,,,,27647,10688,,16678,6448,,16.7,6.4,,,,,,,,,,,,
2021-02-16,,GU,GUA,Guam,51300,39504,30947,23831,165768,,,,,27946,11266,,16859,6796,,16.8,6.8,,,,,,,,,,,,
2021-02-17,,GU,GUA,Guam,51300,41007,30947,24738,165768,,,,,28460,12251,,17169,7390,,17.2,7.4,,,,,,,,,,,,
2021-02-18,,GU,GUA,Guam,51300,42671,30947,25741,165768,,,,,29055,13311,,17528,8030,,17.5,8,,,,,,,,,,,,
2021-02-19,,GU,GUA,Guam,51300,46897,30947,28291,165768,,,,,31432,15150,,18961,9139,,19,9.1,,,,,,,,,,,,
2021-02-20,,GU,GUA,Guam,51300,48387,30947,29190,165768,,,,,31950,16104,,19274,9715,,19.3,9.7,,,,,,,,,,,,
2021-02-21,,GU,GUA,Guam,51300,48479,30947,29245,165768,,,,,32024,16121,,19319,9725,,19.3,9.7,,,,,,,,,,,,
2021-02-22,,GU,GUA,Guam,51300,49587,30947,29913,165768,,,,,32386,16865,,19537,10174,,19.5,10.2,Report,49571,32377,16858,32370,16855,25,13,129299,39675,49576,38342
2021-02-23,,GU,GUA,Guam,51300,50500,30947,30464,165768,,,,,32809,17341,,19792,10461,,19.8,10.5,Report,50483,32799,17334,32789,17329,25.4,13.4,129299,39675,50484,39044
2021-02-24,,GU,GUA,Guam,51300,51514,30947,31076,165768,,,,,33193,17969,,20024,10840,,20,10.8,Report,51498,33183,17963,33173,17958,25.7,13.9,129299,39675,51498,39829
2021-02-25,,GU,GUA,Guam,51300,52661,30947,31768,165768,,,,,33687,18615,,20322,11230,,20.3,11.2,Report,52648,33677,18611,33667,18605,26,14.4,129299,39675,52644,40715
2021-02-26,,GU,GUA,Guam,51300,52701,30947,31792,165768,,,,,33706,18635,,20333,11242,,20.3,11.2,Report,52688,33696,18631,33686,18625,26.1,14.4,129299,39675,52684,40746
2021-02-27,,GU,GUA,Guam,51300,54244,30947,32723,165768,,,,,34215,19542,,20640,11789,,20.6,11.8,Report,54231,34205,19538,34195,19532,26.4,15.1,129299,39675,54227,41939
2021-02-28,,GU,GUA,Guam,51300,55213,30947,33307,165768,,,,,34495,20227,,20809,12202,,20.8,12.2,Report,55200,34485,20223,34475,20217,26.7,15.6,129299,39675,55196,42689
2021-03-01,,GU,GUA,Guam,51300,55255,30947,33333,165768,,,,,34497,20267,,20810,12226,,20.8,12.2,Report,55244,34489,20263,34479,20257,26.7,15.7,129299,39675,55238,42721
2021-03-02,,GU,GUA,Guam,65500,55402,39513,33421,165768,,,,,34540,20371,,20836,12289,,20.8,12.3,Report,55391,34532,20367,34522,20361,26.7,15.7,129299,50658,55385,42835
2021-03-03,,GU,GUA,Guam,86560,55435,52218,33441,165768,,,,,34560,20385,,20848,12297,,20.8,12.3,Report,55426,34553,20382,34543,20376,26.7,15.8,129299,66946,55418,42860
2021-03-04,,GU,GUA,Guam,86560,56131,52218,33861,165768,,,,,34950,20686,,21084,12479,,21.1,12.5,Report,56123,34944,20683,34934,20677,27,16,129299,66946,56114,43399
2021-03-05,,GU,GUA,Guam,86560,56407,52218,34028,165768,,,,,35083,20827,,21164,12564,,21.2,12.6,Report,56398,35076,20823,35066,20817,27.1,16.1,129299,66946,56390,43612
2021-03-06,,GU,GUA,Guam,87860,56477,53002,34070,165768,,,,,35126,20853,,21190,12580,,21.2,12.6,Report,56471,35123,20849,35113,20843,27.2,16.1,129299,67951,56460,43666
2021-03-07,,GU,GUA,Guam,87860,56484,53002,34074,165768,,,,,35133,20854,,21194,12580,,21.2,12.6,Report,56480,35130,20851,35120,20845,27.2,16.1,129299,67951,56467,43672
2020-12-30,52,HI,HIA,Hawaii,56050,14894,3959,1052,1415872,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,HI,HIA,Hawaii,56050,18422,3959,1301,1415872,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,HI,HIA,Hawaii,76650,19313,5414,1364,1415872,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,HI,HIA,Hawaii,82500,20893,5827,1476,1415872,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,HI,HIA,Hawaii,82500,22896,5827,1617,1415872,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,HI,HIA,Hawaii,95200,24558,6724,1734,1415872,5878,18680,0,0.258,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,HI,HIA,Hawaii,95700,27375,6759,1933,1415872,6434,20941,0,0.286,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,HI,HIA,Hawaii,115250,31462,8140,2222,1415872,6754,24708,0,0.273,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,HI,HIA,Hawaii,141750,33483,10011,2365,1415872,7724,25759,0,0.236,0,0,0,0,0,0,,,,,,,,,,,,,,
2021-01-13,2,HI,HIA,Hawaii,154150,36605,10887,2585,1415872,8148,28457,0,0.237,0,0,0,0,0,0,,,,,,,,,,,,,,
2021-01-14,,HI,HIA,Hawaii,154150,47985,10887,3389,1415872,,,,,0,0,,0,0,,,,,,,,,,,,,,,
2021-01-15,,HI,HIA,Hawaii,154150,46958,10887,3317,1415872,,,,,39690,7268,,2803,513,,,,,,,,,,,,,,,
2021-01-19,,HI,HIA,Hawaii,154150,63954,10887,4517,1415872,,,,,52635,11319,,3717,799,,,,,,,,,,,,,,,
2021-01-20,,HI,HIA,Hawaii,154150,71944,10887,5081,1415872,,,,,58111,13833,,4104,977,,,,,,,,,,,,,,,
2021-01-21,,HI,HIA,Hawaii,189675,79414,13396,5609,1415872,,,,,63282,16132,,4469,1139,,,,,,,,,,,,,,,
2021-01-22,,HI,HIA,Hawaii,191375,84793,13516,5989,1415872,,,,,67991,16802,,4802,1187,,,,,,,,,,,,,,,
2021-01-23,,HI,HIA,Hawaii,191575,84792,13531,5989,1415872,,,,,67990,16802,,4802,1187,,,,,,,,,,,,,,,
2021-01-24,,HI,HIA,Hawaii,191575,84792,13531,5989,1415872,,,,,67990,16802,,4802,1187,,,,,,,,,,,,,,,
2021-01-25,,HI,HIA,Hawaii,191575,92092,13531,6504,1415872,,,,,74296,17795,,5247,1257,,,,,,,,,,,,,,,
2021-01-26,,HI,HIA,Hawaii,210425,93760,14862,6622,1415872,,,,,75820,17939,,5355,1267,,,,,,,,,,,,,,,
2021-01-27,,HI,HIA,Hawaii,217425,97692,15356,6900,1415872,,,,,79147,18544,,5590,1310,,,,,,,,,,,,,,,
2021-01-28,,HI,HIA,Hawaii,226700,103944,16011,7341,1415872,,,,,84139,19804,,5943,1399,,5.94,1.4,,,,,,,,,,,,
2021-01-29,,HI,HIA,Hawaii,226800,111165,16018,7851,1415872,,,,,89428,21736,,6316,1535,,6.32,1.54,,,,,,,,,,,,
2021-01-30,,HI,HIA,Hawaii,227400,120502,16061,8511,1415872,,,,,96743,23758,,6833,1678,,6.83,1.68,,,,,,,,,,,,
2021-01-31,,HI,HIA,Hawaii,227400,129267,16061,9130,1415872,,,,,103398,25868,,7303,1827,,7.3,1.83,,,,,,,,,,,,
2021-02-01,,HI,HIA,Hawaii,227400,135836,16061,9594,1415872,,,,,108745,27090,,7680,1913,,7.68,1.91,,,,,,,,,,,,
2021-02-02,,HI,HIA,Hawaii,246550,137914,17413,9741,1415872,,,,,110757,27156,,7823,1918,,7.8,1.9,,,,,,,,,,,,
2021-02-03,,HI,HIA,Hawaii,253150,143686,17879,10148,1415872,,,,,115440,28245,,8153,1995,,8.2,2,,,,,,,,,,,,
2021-02-04,,HI,HIA,Hawaii,262900,151107,18568,10672,1415872,,,,,120533,30573,,8513,2159,,8.5,2.2,,,,,,,,,,,,
2021-02-05,,HI,HIA,Hawaii,262900,169713,18568,11986,1415872,,,,,126683,33726,,8947,2382,,8.9,2.4,,,,,,,,,,,,
2021-02-06,,HI,HIA,Hawaii,263000,179059,18575,12647,1415872,,,,,132701,37054,,9372,2617,,9.4,2.6,,,,,,,,,,,,
2021-02-07,,HI,HIA,Hawaii,263000,187048,18575,13211,1415872,,,,,137230,40514,,9692,2861,,9.7,2.9,,,,,,,,,,,,
2021-02-08,,HI,HIA,Hawaii,263000,194035,18575,13704,1415872,,,,,142259,42472,,10047,3000,,10,3,,,,,,,,,,,,
2021-02-09,,HI,HIA,Hawaii,285950,194035,20196,13704,1415872,,,,,142259,42472,,10047,3000,,10,3,,,,,,,,,,,,
2021-02-10,,HI,HIA,Hawaii,296250,194035,20924,13704,1415872,,,,,142259,42472,,10047,3000,,10,3,,,,,,,,,,,,
2021-02-11,,HI,HIA,Hawaii,308300,200618,21775,14169,1415872,,,,,150648,49969,,10640,3529,,10.7,3.6,,,,,,,,,,,,
2021-02-12,,HI,HIA,Hawaii,310200,208807,21909,14748,1415872,,,,,154828,53976,,10935,3812,,11,3.8,,,,,,,,,,,,
2021-02-13,,HI,HIA,Hawaii,310400,217780,21923,15381,1415872,,,,,159583,58194,,11271,4110,,11.4,4.1,,,,,,,,,,,,
2021-02-14,,HI,HIA,Hawaii,310600,225188,21937,15905,1415872,,,,,162945,62239,,11508,4396,,11.6,4.4,,,,,,,,,,,,
2021-02-16,,HI,HIA,Hawaii,311200,237172,21979,16751,1415872,,,,,168479,68688,,11899,4851,,12,4.9,,,,,,,,,,,,
2021-02-17,,HI,HIA,Hawaii,320950,240715,22668,17001,1415872,,,,,170911,69799,,12071,4930,,12.2,5,,,,,,,,,,,,
2021-02-18,,HI,HIA,Hawaii,320950,247392,22668,17473,1415872,,,,,174151,73236,,12300,5173,,12.4,5.2,,,,,,,,,,,,
2021-02-19,,HI,HIA,Hawaii,397750,301369,28092,21285,1415872,,,,,210213,90892,,14847,6420,,15,6.5,,,,,,,,,,,,
2021-02-20,,HI,HIA,Hawaii,397750,312730,28092,22087,1415872,,,,,215488,96971,,15219,6849,,15.3,6.9,,,,,,,,,,,,
2021-02-21,,HI,HIA,Hawaii,397750,322966,28092,22810,1415872,,,,,219881,102818,,15530,7262,,15.6,7.3,,,,,,,,,,,,
2021-02-22,,HI,HIA,Hawaii,397750,331321,28092,23400,1415872,,,,,223785,107267,,15805,7576,,15.9,7.6,Report,333462,225335,107829,225213,107775,20.2,9.7,1116004,35641,331145,29672
2021-02-23,,HI,HIA,Hawaii,449460,333599,31744,23561,1415872,,,,,224806,108525,,15878,7665,,16,7.7,Report,335774,226376,109100,226250,109046,20.3,9.8,1116004,40274,333420,29876
2021-02-24,,HI,HIA,Hawaii,459350,339771,32443,23997,1415872,,,,,227011,112487,,16033,7945,,16.1,8,Report,341980,228596,113081,228469,113026,20.5,10.1,1116004,41160,339590,30429
2021-02-25,,HI,HIA,Hawaii,477450,348897,33721,24642,1415872,,,,,231599,117019,,16357,8265,,16.5,8.3,Report,351152,233205,117638,233071,117581,20.9,10.5,1116004,42782,348707,31246
2021-02-26,,HI,HIA,Hawaii,494020,359108,34892,25363,1415872,,,,,236307,122521,,16690,8653,,16.8,8.7,Report,361440,237956,123174,237816,123117,21.3,11,1116004,44267,358912,32160
2021-02-27,,HI,HIA,Hawaii,497760,370746,35156,26185,1415872,,,,,241336,129131,,17045,9120,,17.2,9.2,Report,373143,243013,129821,242866,129762,21.8,11.6,1116004,44602,370541,33202
2021-02-28,,HI,HIA,Hawaii,497760,382798,35156,27036,1415872,,,,,246296,136218,,17395,9621,,17.5,9.7,Report,385277,248020,136943,247871,136882,22.2,12.3,1116004,44602,382589,34282
2021-03-01,,HI,HIA,Hawaii,497760,389644,35156,27520,1415872,,,,,248885,140469,,17578,9921,,17.7,10,Report,392208,250646,141240,250495,141178,22.4,12.7,1116004,44602,389432,34895
2021-03-02,,HI,HIA,Hawaii,536520,392771,37893,27741,1415872,,,,,249631,142855,,17631,10090,,17.8,10.1,Report,395417,251442,143658,251290,143596,22.5,12.9,1116004,48075,392558,35175
2021-03-03,,HI,HIA,Hawaii,557040,399195,39343,28194,1415872,,,,,251867,147043,,17789,10385,,17.9,10.4,Report,401889,253718,147853,253566,147791,22.7,13.2,1116004,49914,398982,35751
2021-03-04,,HI,HIA,Hawaii,571340,411264,40353,29047,1415872,,,,,257320,153655,,18174,10852,,18.3,10.9,Report,414028,259210,154495,259047,154432,23.2,13.8,1116004,51195,411041,36831
2021-03-05,,HI,HIA,Hawaii,591220,421996,41757,29805,1415872,,,,,262927,158777,,18570,11214,,18.7,11.3,Report,424837,264868,159646,264696,159583,23.7,14.3,1116004,52977,421764,37792
2021-03-06,,HI,HIA,Hawaii,598100,434343,42243,30677,1415872,,,,,269414,164636,,19028,11628,,19.2,11.7,Report,437289,271432,165543,271254,165478,24.3,14.8,1116004,53593,434103,38898
2021-03-07,,HI,HIA,Hawaii,598100,436036,42243,30796,1415872,,,,,270037,165707,,19072,11704,,19.2,11.8,Report,439051,272100,166634,271920,166569,24.4,14.9,1116004,53593,435794,39050
2020-12-30,52,IA,IAA,Iowa,105550,31189,3345,989,3155070,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,IA,IAA,Iowa,105550,53191,3345,1686,3155070,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,IA,IAA,Iowa,116275,55495,3685,1759,3155070,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,IA,IAA,Iowa,120175,60137,3809,1906,3155070,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,IA,IAA,Iowa,121475,66051,3850,2093,3155070,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,IA,IAA,Iowa,191675,74224,6075,2353,3155070,43728,30496,0,0.387,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,IA,IAA,Iowa,191675,80621,6075,2555,3155070,47402,33219,0,0.421,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,IA,IAA,Iowa,208875,98691,6620,3128,3155070,54085,44490,116,0.472,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,IA,IAA,Iowa,208875,98691,6620,3128,3155070,54085,44490,116,0.472,91969,6099,623,2915,193,20,,,,,,,,,,,,,,
2021-01-13,2,IA,IAA,Iowa,264125,112093,8371,3553,3155070,58349,53628,116,0.424,101859,9603,631,3228,304,20,,,,,,,,,,,,,,
2021-01-14,,IA,IAA,Iowa,268025,112093,8495,3553,3155070,,,,,100805,9113,,3195,289,,,,,,,,,,,,,,,
2021-01-15,,IA,IAA,Iowa,269000,120983,8526,3835,3155070,,,,,108056,10742,,3425,340,,,,,,,,,,,,,,,
2021-01-19,,IA,IAA,Iowa,269000,144955,8526,4594,3155070,,,,,130042,12629,,4122,400,,,,,,,,,,,,,,,
2021-01-20,,IA,IAA,Iowa,291075,149850,9226,4749,3155070,,,,,133528,13995,,4232,444,,,,,,,,,,,,,,,
2021-01-21,,IA,IAA,Iowa,328600,158743,10415,5031,3155070,,,,,139500,16860,,4421,534,,,,,,,,,,,,,,,
2021-01-22,,IA,IAA,Iowa,338950,170607,10743,5407,3155070,,,,,145642,22429,,4616,711,,,,,,,,,,,,,,,
2021-01-23,,IA,IAA,Iowa,361475,180110,11457,5709,3155070,,,,,151145,26426,,4791,838,,,,,,,,,,,,,,,
2021-01-24,,IA,IAA,Iowa,361475,191183,11457,6060,3155070,,,,,157635,30949,,4996,981,,,,,,,,,,,,,,,
2021-01-25,,IA,IAA,Iowa,361475,196203,11457,6219,3155070,,,,,161445,32149,,5117,1019,,,,,,,,,,,,,,,
2021-01-26,,IA,IAA,Iowa,361575,197982,11460,6275,3155070,,,,,162795,32547,,5160,1032,,,,,,,,,,,,,,,
2021-01-27,,IA,IAA,Iowa,362875,204196,11501,6472,3155070,,,,,165466,36067,,5244,1143,,,,,,,,,,,,,,,
2021-01-28,,IA,IAA,Iowa,391575,212497,12411,6735,3155070,,,,,169341,40477,,5367,1283,,5.37,1.28,,,,,,,,,,,,
2021-01-29,,IA,IAA,Iowa,398600,224347,12634,7111,3155070,,,,,174655,46785,,5536,1483,,5.54,1.48,,,,,,,,,,,,
2021-01-30,,IA,IAA,Iowa,417900,237874,13245,7539,3155070,,,,,182537,52324,,5786,1658,,5.79,1.66,,,,,,,,,,,,
2021-01-31,,IA,IAA,Iowa,417900,252202,13245,7994,3155070,,,,,190689,58367,,6044,1850,,6.04,1.85,,,,,,,,,,,,
2021-02-01,,IA,IAA,Iowa,417900,257468,13245,8160,3155070,,,,,194009,60259,,6149,1910,,6.15,1.91,,,,,,,,,,,,
2021-02-02,,IA,IAA,Iowa,415325,259522,13164,8226,3155070,,,,,195234,61085,,6188,1936,,6.2,1.9,,,,,,,,,,,,
2021-02-03,,IA,IAA,Iowa,446825,266777,14162,8456,3155070,,,,,199242,64234,,6315,2036,,6.3,2,,,,,,,,,,,,
2021-02-04,,IA,IAA,Iowa,471200,279252,14935,8851,3155070,,,,,206516,69401,,6546,2200,,6.5,2.2,,,,,,,,,,,,
2021-02-05,,IA,IAA,Iowa,507850,293377,16096,9299,3155070,,,,,215693,74252,,6836,2353,,6.8,2.4,,,,,,,,,,,,
2021-02-06,,IA,IAA,Iowa,510550,308527,16182,9779,3155070,,,,,224437,80640,,7114,2556,,7.1,2.6,,,,,,,,,,,,
2021-02-07,,IA,IAA,Iowa,510550,328412,16182,10409,3155070,,,,,237554,87373,,7529,2769,,7.5,2.8,,,,,,,,,,,,
2021-02-08,,IA,IAA,Iowa,510550,345350,16182,10946,3155070,,,,,252349,89506,,7998,2837,,8,2.8,,,,,,,,,,,,
2021-02-09,,IA,IAA,Iowa,510550,351803,16182,11150,3155070,,,,,257459,90525,,8160,2869,,8.2,2.9,,,,,,,,,,,,
2021-02-10,,IA,IAA,Iowa,540375,368759,17127,11688,3155070,,,,,268974,95650,,8525,3032,,8.5,3,,,,,,,,,,,,
2021-02-11,,IA,IAA,Iowa,579200,387370,18358,12278,3155070,,,,,282596,99986,,8957,3169,,9,3.2,,,,,,,,,,,,
2021-02-12,,IA,IAA,Iowa,590900,408578,18729,12950,3155070,,,,,299032,104622,,9478,3316,,9.5,3.3,,,,,,,,,,,,
2021-02-13,,IA,IAA,Iowa,595775,432473,18883,13707,3155070,,,,,317851,109660,,10074,3476,,10.1,3.5,,,,,,,,,,,,
2021-02-14,,IA,IAA,Iowa,597725,456512,18945,14469,3155070,,,,,335771,115407,,10642,3658,,10.7,3.7,,,,,,,,,,,,
2021-02-16,,IA,IAA,Iowa,615100,485710,19496,15395,3155070,,,,,360301,119865,,11420,3799,,11.5,3.8,,,,,,,,,,,,
2021-02-17,,IA,IAA,Iowa,619000,495487,19619,15704,3155070,,,,,367577,122291,,11650,3876,,11.7,3.9,,,,,,,,,,,,
2021-02-18,,IA,IAA,Iowa,648600,507650,20557,16090,3155070,,,,,377848,124111,,11976,3934,,12,3.9,,,,,,,,,,,,
2021-02-19,,IA,IAA,Iowa,669900,552706,21232,17518,3155070,,,,,411926,134995,,13056,4279,,13.2,4.3,,,,,,,,,,,,
2021-02-20,,IA,IAA,Iowa,707865,577374,22436,18300,3155070,,,,,430429,141104,,13642,4472,,13.8,4.5,,,,,,,,,,,,
2021-02-21,,IA,IAA,Iowa,707865,599489,22436,19001,3155070,,,,,445872,147615,,14132,4679,,14.3,4.7,,,,,,,,,,,,
2021-02-22,,IA,IAA,Iowa,707865,611188,22436,19372,3155070,,,,,454792,150392,,14415,4767,,14.5,4.8,Report,616757,458634,152158,458261,152020,18.9,6.3,2428229,29151,610684,25149
2021-02-23,,IA,IAA,Iowa,746475,614928,23660,19490,3155070,,,,,457493,151431,,14500,4800,,14.6,4.9,Report,620925,461621,153335,461245,153196,19,6.3,2428229,30742,614420,25303
2021-02-24,,IA,IAA,Iowa,792615,621717,25122,19705,3155070,,,,,462422,153214,,14656,4856,,14.8,4.9,Report,628071,466702,155321,466322,155181,19.2,6.4,2428229,32642,621204,25583
2021-02-25,,IA,IAA,Iowa,837515,631160,26545,20005,3155070,,,,,469234,155667,,14872,4934,,15,5,Report,637741,473529,157985,473149,157845,19.5,6.5,2428229,34491,630647,25971
2021-02-26,,IA,IAA,Iowa,872345,654074,27649,20731,3155070,,,,,487097,160663,,15439,5092,,15.6,5.2,Report,660848,491323,163243,490937,163098,20.2,6.7,2428229,35925,653549,26915
2021-02-27,,IA,IAA,Iowa,901745,684596,28581,21698,3155070,,,,,511624,166554,,16216,5279,,16.3,5.4,Report,691258,515659,169214,515265,169068,21.2,7,2428229,37136,684062,28171
2021-02-28,,IA,IAA,Iowa,901745,713054,28581,22600,3155070,,,,,530741,175777,,16822,5571,,16.9,5.7,Report,719811,534690,178637,534292,178487,22,7.4,2428229,37136,712511,29343
2021-03-01,,IA,IAA,Iowa,901745,734845,28581,23291,3155070,,,,,543027,185255,,17211,5872,,17.3,6,Report,741520,546840,188168,546434,188013,22.5,7.7,2428229,37136,734291,30240
2021-03-02,,IA,IAA,Iowa,940045,740713,29795,23477,3155070,,,,,546916,187234,,17335,5934,,17.5,6,Report,747554,550827,190215,550415,190057,22.7,7.8,2428229,38713,740150,30481
2021-03-03,,IA,IAA,Iowa,983345,753860,31167,23894,3155070,,,,,553471,193643,,17542,6138,,17.7,6.2,Report,760793,557426,196691,557010,196533,22.9,8.1,2428229,40496,753292,31022
2021-03-04,,IA,IAA,Iowa,1020845,773314,32356,24510,3155070,,,,,563586,202916,,17863,6431,,18,6.5,Report,780356,567609,206008,567184,205846,23.4,8.5,2428229,42041,772734,31823
